PFBCOLO CB Equity;ECOPETL CB Equity;GRUPOSUR CB Equity;BCOLO CB Equity;ISA CB Equity;NUTRESA CB Equity;GEB CB Equity;GRUPOARG CB Equity;PFAVAL CB Equity;PFGRUPSU CB Equity;PFDAVVND CB Equity;CEMARGOS CB Equity;PFGRUPOA CB Equity;EXITO CB Equity;BOGOTA CB Equity;CELSIA CB Equity;CORFICOL CB Equity;PFCEMARG CB Equity;CLH CB Equity;AVAL CB Equity;PFAVH CB Equity;BVC CB Equity;CNEC CB Equity;CONCONC CB Equity;ETB CB Equity
 34.200 ; 1.395 ; 40.200 ; 32.100 ; 13.460 ; 26.300 ; 1.990 ; 20.900 ; 1.260 ; 39.200 ; 33.840 ; 11.940 ; 19.820 ; 15.540 ; 63.000 ; 4.569 ; 26.086 ; 10.800 ; 11.820 ; 1.235 ; 2.490 ; 12.400 ; 10.400 ; 978 ; 613 
 34.400 ; 1.365 ; 40.600 ; 32.300 ; 13.700 ; 26.340 ; 1.980 ; 21.060 ; 1.280 ; 39.700 ; 33.980 ; 11.940 ; 19.780 ; 15.400 ; 62.880 ; 4.559 ; 26.477 ; 10.740 ; 11.920 ; 1.260 ; 2.505 ; 12.500 ; 10.460 ; 989 ; 619 
 34.200 ; 1.380 ; 41.000 ; 32.200 ; 13.640 ; 26.200 ; 1.975 ; 21.200 ; 1.295 ; 39.980 ; 34.040 ; 11.880 ; 19.620 ; 15.060 ; 63.500 ; 4.550 ; 26.887 ; 10.740 ; 11.900 ; 1.290 ; 2.495 ; 12.500 ; 10.580 ; 994 ; 611 
 33.700 ; 1.355 ; 40.680 ; 31.680 ; 13.500 ; 26.080 ; 1.970 ; 21.180 ; 1.285 ; 39.660 ; 34.520 ; 11.680 ; 19.700 ; 14.920 ; 63.480 ; 4.475 ; 26.985 ; 10.700 ; 11.800 ; 1.265 ; 2.710 ; 12.500 ; 10.460 ; 996 ; 617 
 33.740 ; 1.355 ; 40.500 ; 31.900 ; 13.480 ; 25.900 ; 1.970 ; 21.120 ; 1.280 ; 39.320 ; 34.100 ; 11.560 ; 19.720 ; 14.920 ; 63.500 ; 4.520 ; 26.907 ; 10.520 ; 11.800 ; 1.265 ; 2.740 ; 12.500 ; 10.500 ; 1.000 ; 616 
 34.300 ; 1.370 ; 40.680 ; 32.480 ; 13.440 ; 26.200 ; 1.965 ; 20.900 ; 1.285 ; 39.580 ; 34.200 ; 11.660 ; 19.540 ; 15.020 ; 63.000 ; 4.510 ; 26.926 ; 10.600 ; 11.640 ; 1.270 ; 2.710 ; 12.400 ; 10.360 ; 998 ; 584 
 34.900 ; 1.390 ; 41.060 ; 32.980 ; 13.560 ; 26.400 ; 1.970 ; 21.180 ; 1.295 ; 39.840 ; 34.300 ; 11.740 ; 19.700 ; 15.140 ; 62.300 ; 4.545 ; 27.591 ; 10.680 ; 11.700 ; 1.280 ; 2.750 ; 12.400 ; 10.580 ; 997 ; 589 
 34.880 ; 1.395 ; 41.060 ; 32.900 ; 13.540 ; 26.500 ; 1.975 ; 21.300 ; 1.310 ; 40.000 ; 33.800 ; 11.920 ; 19.720 ; 14.900 ; 63.000 ; 4.520 ; 27.786 ; 10.640 ; 11.640 ; 1.300 ; 2.765 ; 12.400 ; 10.520 ; 1.000 ; 580 
 34.300 ; 1.400 ; 40.920 ; 32.380 ; 13.500 ; 26.580 ; 1.995 ; 21.200 ; 1.310 ; 39.720 ; 33.900 ; 11.860 ; 19.700 ; 15.100 ; 64.500 ; 4.569 ; 27.903 ; 10.700 ; 11.580 ; 1.310 ; 2.735 ; 12.400 ; 10.480 ; 1.005 ; 570 
 34.000 ; 1.390 ; 41.000 ; 32.300 ; 13.500 ; 26.700 ; 2.000 ; 21.320 ; 1.310 ; 40.000 ; 33.760 ; 11.960 ; 19.760 ; 15.080 ; 64.680 ; 4.569 ; 27.884 ; 10.780 ; 11.560 ; 1.305 ; 2.755 ; 12.400 ; 10.540 ; 1.000 ; 558 
 33.800 ; 1.380 ; 41.000 ; 32.000 ; 13.500 ; 26.580 ; 1.995 ; 21.180 ; 1.300 ; 39.960 ; 33.640 ; 11.900 ; 19.640 ; 14.960 ; 64.660 ; 4.564 ; 27.649 ; 10.720 ; 11.320 ; 1.290 ; 2.700 ; 12.400 ; 10.540 ; 1.010 ; 566 
 33.000 ; 1.390 ; 40.960 ; 31.020 ; 13.380 ; 26.400 ; 1.985 ; 21.100 ; 1.310 ; 40.000 ; 33.000 ; 11.700 ; 19.560 ; 14.840 ; 66.200 ; 4.559 ; 27.806 ; 10.640 ; 11.140 ; 1.315 ; 2.735 ; 12.500 ; 10.660 ; 1.005 ; 564 
 33.000 ; 1.390 ; 40.960 ; 31.020 ; 13.380 ; 26.400 ; 1.985 ; 21.100 ; 1.310 ; 40.000 ; 33.000 ; 11.700 ; 19.560 ; 14.840 ; 66.200 ; 4.559 ; 27.806 ; 10.640 ; 11.140 ; 1.315 ; 2.735 ; 12.500 ; 10.660 ; 1.005 ; 564 
 33.080 ; 1.375 ; 40.900 ; 31.200 ; 13.460 ; 26.620 ; 1.985 ; 21.200 ; 1.305 ; 39.880 ; 33.500 ; 11.780 ; 19.560 ; 14.840 ; 67.200 ; 4.559 ; 27.806 ; 10.640 ; 11.080 ; 1.300 ; 2.715 ; 12.500 ; 10.840 ; 988 ; 570 
 33.500 ; 1.375 ; 41.000 ; 31.480 ; 13.420 ; 26.700 ; 1.990 ; 21.300 ; 1.300 ; 39.980 ; 33.340 ; 11.780 ; 19.560 ; 15.020 ; 67.300 ; 4.559 ; 27.923 ; 10.760 ; 10.880 ; 1.295 ; 2.700 ; 12.450 ; 10.500 ; 1.000 ; 564 
 33.260 ; 1.395 ; 41.000 ; 31.300 ; 13.480 ; 26.500 ; 1.975 ; 21.320 ; 1.310 ; 40.000 ; 33.460 ; 11.900 ; 19.720 ; 15.040 ; 67.200 ; 4.545 ; 27.981 ; 10.660 ; 10.620 ; 1.310 ; 2.730 ; 12.500 ; 10.800 ; 1.005 ; 568 
 32.840 ; 1.385 ; 41.300 ; 30.800 ; 13.400 ; 26.500 ; 1.985 ; 21.460 ; 1.300 ; 40.400 ; 33.800 ; 11.880 ; 19.680 ; 15.200 ; 67.800 ; 4.550 ; 27.903 ; 10.740 ; 10.680 ; 1.300 ; 2.710 ; 12.500 ; 10.780 ; 1.000 ; 582 
 33.060 ; 1.395 ; 41.960 ; 31.000 ; 13.460 ; 26.260 ; 1.975 ; 21.600 ; 1.310 ; 40.980 ; 33.700 ; 11.880 ; 19.560 ; 15.220 ; 67.880 ; 4.579 ; 28.060 ; 10.600 ; 10.900 ; 1.295 ; 2.680 ; 12.500 ; 10.620 ; 1.005 ; 580 
 33.500 ; 1.395 ; 41.980 ; 31.700 ; 13.460 ; 26.600 ; 1.985 ; 21.480 ; 1.315 ; 40.960 ; 33.600 ; 11.880 ; 19.580 ; 15.100 ; 67.980 ; 4.663 ; 28.157 ; 10.580 ; 10.880 ; 1.315 ; 2.685 ; 12.500 ; 10.800 ; 1.030 ; 582 
 32.700 ; 1.395 ; 42.020 ; 30.600 ; 13.680 ; 26.700 ; 1.980 ; 21.480 ; 1.320 ; 41.280 ; 33.900 ; 11.900 ; 19.520 ; 15.240 ; 68.100 ; 4.688 ; 28.255 ; 10.560 ; 10.900 ; 1.305 ; 2.640 ; 12.550 ; 10.760 ; 1.025 ; 585 
 32.940 ; 1.365 ; 41.740 ; 30.860 ; 13.600 ; 26.760 ; 1.985 ; 21.260 ; 1.320 ; 40.580 ; 33.780 ; 11.860 ; 19.500 ; 15.340 ; 68.300 ; 4.668 ; 28.450 ; 10.640 ; 10.800 ; 1.310 ; 2.680 ; 12.500 ; 10.600 ; 1.045 ; 575 
 33.000 ; 1.375 ; 41.880 ; 30.960 ; 13.580 ; 26.700 ; 1.985 ; 21.480 ; 1.320 ; 40.960 ; 33.740 ; 11.840 ; 19.600 ; 15.280 ; 68.120 ; 4.688 ; 28.138 ; 10.660 ; 10.800 ; 1.310 ; 2.685 ; 12.500 ; 10.600 ; 1.080 ; 570 
 32.700 ; 1.385 ; 41.500 ; 30.900 ; 13.480 ; 26.740 ; 1.980 ; 21.460 ; 1.325 ; 40.780 ; 33.900 ; 11.840 ; 19.660 ; 15.220 ; 68.500 ; 4.688 ; 27.923 ; 10.660 ; 10.740 ; 1.315 ; 2.685 ; 12.450 ; 10.620 ; 1.080 ; 583 
 32.800 ; 1.385 ; 41.700 ; 30.780 ; 13.460 ; 26.760 ; 1.970 ; 21.360 ; 1.325 ; 40.400 ; 33.620 ; 11.840 ; 19.660 ; 15.240 ; 68.300 ; 4.678 ; 27.942 ; 10.560 ; 10.700 ; 1.315 ; 2.675 ; 12.650 ; 10.700 ; 1.075 ; 582 
 32.800 ; 1.385 ; 41.700 ; 30.780 ; 13.460 ; 26.760 ; 1.970 ; 21.360 ; 1.325 ; 40.400 ; 33.620 ; 11.840 ; 19.660 ; 15.240 ; 68.300 ; 4.678 ; 27.942 ; 10.560 ; 10.700 ; 1.315 ; 2.675 ; 12.650 ; 10.700 ; 1.075 ; 582 
 32.680 ; 1.365 ; 41.680 ; 30.420 ; 13.180 ; 26.880 ; 1.980 ; 21.420 ; 1.315 ; 40.500 ; 33.600 ; 11.860 ; 19.500 ; 15.040 ; 67.460 ; 4.708 ; 28.235 ; 10.480 ; 10.700 ; 1.310 ; 2.620 ; 12.700 ; 10.400 ; 1.055 ; 578 
 32.100 ; 1.390 ; 41.580 ; 30.340 ; 13.380 ; 26.980 ; 1.995 ; 21.300 ; 1.315 ; 40.500 ; 34.000 ; 11.860 ; 19.300 ; 14.960 ; 68.420 ; 4.782 ; 28.235 ; 10.560 ; 10.700 ; 1.310 ; 2.685 ; 12.700 ; 10.020 ; 1.025 ; 578 
 32.000 ; 1.380 ; 41.480 ; 30.160 ; 13.480 ; 26.920 ; 1.960 ; 21.360 ; 1.320 ; 40.280 ; 33.640 ; 11.860 ; 19.040 ; 14.860 ; 67.200 ; 4.738 ; 27.962 ; 10.460 ; 10.600 ; 1.300 ; 2.610 ; 12.800 ; 10.040 ; 1.025 ; 567 
 32.300 ; 1.365 ; 41.040 ; 30.520 ; 13.400 ; 26.980 ; 1.980 ; 21.200 ; 1.310 ; 39.900 ; 33.640 ; 11.860 ; 19.380 ; 14.860 ; 67.020 ; 4.747 ; 27.903 ; 10.500 ; 10.600 ; 1.305 ; 2.600 ; 12.650 ; 10.040 ; 1.025 ; 564 
 32.300 ; 1.365 ; 41.280 ; 30.720 ; 13.520 ; 26.980 ; 1.980 ; 20.980 ; 1.290 ; 40.000 ; 33.780 ; 11.800 ; 19.300 ; 14.980 ; 67.000 ; 4.728 ; 27.532 ; 10.500 ; 10.660 ; 1.300 ; 2.625 ; 12.650 ; 9.800 ; 1.005 ; 551 
 31.900 ; 1.355 ; 41.000 ; 29.820 ; 13.460 ; 26.980 ; 1.980 ; 21.140 ; 1.270 ; 39.740 ; 33.560 ; 11.720 ; 19.300 ; 15.100 ; 67.000 ; 4.693 ; 27.317 ; 10.340 ; 10.680 ; 1.265 ; 2.670 ; 12.650 ; 9.550 ; 1.005 ; 568 
 32.800 ; 1.355 ; 41.300 ; 30.600 ; 13.600 ; 27.000 ; 1.955 ; 21.420 ; 1.285 ; 40.100 ; 33.920 ; 11.780 ; 19.500 ; 15.240 ; 67.500 ; 4.698 ; 27.708 ; 10.480 ; 10.800 ; 1.285 ; 2.690 ; 12.650 ; 9.600 ; 1.015 ; 549 
 32.460 ; 1.365 ; 41.100 ; 30.700 ; 13.440 ; 27.200 ; 1.980 ; 21.300 ; 1.310 ; 40.380 ; 33.580 ; 11.740 ; 19.700 ; 15.240 ; 68.460 ; 4.733 ; 27.942 ; 10.660 ; 10.880 ; 1.305 ; 2.715 ; 12.800 ; 9.600 ; 1.030 ; 545 
 32.960 ; 1.370 ; 41.380 ; 31.020 ; 13.480 ; 27.120 ; 1.980 ; 21.420 ; 1.310 ; 40.240 ; 33.900 ; 11.900 ; 19.700 ; 15.300 ; 67.260 ; 4.738 ; 27.942 ; 10.660 ; 10.880 ; 1.305 ; 2.735 ; 12.800 ; 9.520 ; 1.040 ; 549 
 32.960 ; 1.370 ; 41.380 ; 31.020 ; 13.480 ; 27.120 ; 1.980 ; 21.420 ; 1.310 ; 40.240 ; 33.900 ; 11.900 ; 19.700 ; 15.300 ; 67.260 ; 4.738 ; 27.942 ; 10.660 ; 10.880 ; 1.305 ; 2.735 ; 12.800 ; 9.520 ; 1.040 ; 549 
 33.060 ; 1.370 ; 41.400 ; 31.260 ; 13.600 ; 27.280 ; 1.980 ; 21.780 ; 1.320 ; 40.400 ; 33.260 ; 11.940 ; 19.900 ; 15.300 ; 68.200 ; 4.742 ; 27.747 ; 10.680 ; 10.900 ; 1.305 ; 2.725 ; 12.900 ; 9.660 ; 1.035 ; 550 
 33.280 ; 1.380 ; 41.380 ; 31.780 ; 13.520 ; 27.060 ; 1.980 ; 21.540 ; 1.300 ; 40.420 ; 33.000 ; 11.940 ; 19.720 ; 15.300 ; 67.980 ; 4.733 ; 27.356 ; 10.560 ; 10.900 ; 1.320 ; 2.735 ; 12.900 ; 9.850 ; 1.045 ; 546 
 32.800 ; 1.370 ; 41.360 ; 31.200 ; 13.500 ; 27.080 ; 1.980 ; 21.680 ; 1.320 ; 40.440 ; 33.080 ; 11.940 ; 19.500 ; 15.260 ; 67.400 ; 4.733 ; 27.688 ; 10.600 ; 10.940 ; 1.305 ; 2.750 ; 13.000 ; 9.880 ; 1.040 ; 560 
 32.680 ; 1.360 ; 41.220 ; 30.960 ; 13.520 ; 27.080 ; 1.980 ; 21.800 ; 1.320 ; 40.240 ; 33.040 ; 11.960 ; 19.600 ; 15.240 ; 67.440 ; 4.718 ; 27.786 ; 10.600 ; 10.900 ; 1.320 ; 2.755 ; 12.950 ; 9.710 ; 1.035 ; 560 
 32.640 ; 1.350 ; 41.480 ; 31.000 ; 13.580 ; 27.040 ; 1.985 ; 21.880 ; 1.320 ; 40.500 ; 32.980 ; 11.960 ; 19.500 ; 15.220 ; 67.380 ; 4.708 ; 27.688 ; 10.600 ; 10.900 ; 1.310 ; 2.745 ; 12.950 ; 9.800 ; 1.035 ; 558 
 33.100 ; 1.355 ; 41.500 ; 31.400 ; 13.560 ; 27.100 ; 1.975 ; 21.780 ; 1.320 ; 40.480 ; 32.800 ; 11.920 ; 19.440 ; 15.140 ; 67.000 ; 4.688 ; 27.630 ; 10.520 ; 10.940 ; 1.305 ; 2.780 ; 12.800 ; 9.670 ; 1.030 ; 565 
 32.580 ; 1.350 ; 41.440 ; 31.040 ; 13.500 ; 27.000 ; 1.975 ; 21.520 ; 1.310 ; 40.300 ; 32.960 ; 11.920 ; 19.400 ; 15.260 ; 67.000 ; 4.688 ; 27.395 ; 10.500 ; 11.120 ; 1.305 ; 2.840 ; 12.950 ; 9.730 ; 1.030 ; 565 
 33.600 ; 1.370 ; 41.500 ; 33.000 ; 13.360 ; 27.140 ; 1.950 ; 20.980 ; 1.320 ; 40.240 ; 33.000 ; 11.960 ; 18.600 ; 15.360 ; 68.980 ; 4.649 ; 28.118 ; 10.600 ; 11.200 ; 1.310 ; 2.810 ; 12.950 ; 9.900 ; 1.030 ; 551 
 34.600 ; 1.370 ; 41.580 ; 33.680 ; 13.460 ; 27.200 ; 1.955 ; 20.580 ; 1.335 ; 40.460 ; 33.040 ; 12.000 ; 19.000 ; 15.260 ; 69.000 ; 4.673 ; 28.724 ; 10.600 ; 11.400 ; 1.325 ; 2.840 ; 13.150 ; 9.880 ; 1.030 ; 559 
 35.260 ; 1.370 ; 41.700 ; 34.220 ; 13.480 ; 27.240 ; 1.970 ; 20.660 ; 1.330 ; 40.500 ; 33.220 ; 11.880 ; 19.000 ; 15.360 ; 69.500 ; 4.698 ; 28.763 ; 10.560 ; 11.440 ; 1.315 ; 2.855 ; 13.100 ; 9.920 ; 1.020 ; 559 
 34.780 ; 1.370 ; 41.720 ; 33.780 ; 13.640 ; 27.240 ; 1.990 ; 20.880 ; 1.340 ; 40.880 ; 33.900 ; 12.000 ; 19.260 ; 15.380 ; 70.500 ; 4.738 ; 28.763 ; 10.600 ; 11.500 ; 1.325 ; 2.900 ; 13.100 ; 9.890 ; 1.025 ; 552 
 35.320 ; 1.375 ; 41.480 ; 34.200 ; 13.580 ; 27.200 ; 1.995 ; 20.820 ; 1.335 ; 40.340 ; 33.880 ; 12.000 ; 19.140 ; 15.440 ; 70.480 ; 4.698 ; 28.763 ; 10.500 ; 11.640 ; 1.330 ; 2.980 ; 13.000 ; 10.000 ; 1.030 ; 540 
 35.000 ; 1.370 ; 41.440 ; 34.000 ; 13.700 ; 27.200 ; 2.000 ; 20.740 ; 1.330 ; 40.220 ; 33.860 ; 11.860 ; 19.060 ; 15.400 ; 70.000 ; 4.733 ; 28.880 ; 10.500 ; 11.760 ; 1.320 ; 3.010 ; 13.000 ; 9.720 ; 1.020 ; 538 
 34.880 ; 1.360 ; 41.380 ; 33.760 ; 13.700 ; 27.120 ; 1.985 ; 20.960 ; 1.325 ; 40.380 ; 33.680 ; 11.840 ; 19.000 ; 15.400 ; 69.560 ; 4.718 ; 28.822 ; 10.400 ; 11.700 ; 1.320 ; 3.000 ; 12.950 ; 9.660 ; 1.020 ; 540 
 35.300 ; 1.355 ; 41.740 ; 34.040 ; 13.700 ; 27.200 ; 1.990 ; 20.780 ; 1.325 ; 40.600 ; 33.500 ; 11.860 ; 19.180 ; 15.420 ; 69.980 ; 4.742 ; 28.880 ; 10.440 ; 11.740 ; 1.325 ; 2.995 ; 13.200 ; 9.730 ; 1.035 ; 531 
 35.300 ; 1.355 ; 41.280 ; 33.980 ; 13.400 ; 26.940 ; 1.965 ; 20.500 ; 1.320 ; 40.200 ; 33.500 ; 11.800 ; 18.860 ; 15.400 ; 68.600 ; 4.738 ; 29.037 ; 10.260 ; 11.560 ; 1.300 ; 2.945 ; 12.900 ; 9.780 ; 1.040 ; 517 
 34.880 ; 1.360 ; 41.240 ; 33.780 ; 13.500 ; 26.940 ; 1.970 ; 20.560 ; 1.310 ; 40.300 ; 33.600 ; 11.740 ; 18.960 ; 15.400 ; 68.660 ; 4.733 ; 28.939 ; 10.260 ; 11.700 ; 1.310 ; 2.940 ; 13.200 ; 9.800 ; 1.040 ; 510 
 34.440 ; 1.365 ; 41.240 ; 33.480 ; 13.560 ; 27.000 ; 1.960 ; 20.800 ; 1.325 ; 40.220 ; 33.480 ; 11.880 ; 18.700 ; 15.460 ; 68.200 ; 4.688 ; 29.017 ; 10.440 ; 11.720 ; 1.315 ; 2.975 ; 13.200 ; 9.900 ; 1.035 ; 528 
 34.240 ; 1.370 ; 41.480 ; 33.240 ; 13.720 ; 26.900 ; 1.950 ; 20.780 ; 1.335 ; 40.980 ; 33.260 ; 11.920 ; 18.960 ; 15.460 ; 68.300 ; 4.634 ; 28.001 ; 10.560 ; 11.800 ; 1.315 ; 3.015 ; 13.200 ; 9.860 ; 1.030 ; 533 
 34.520 ; 1.370 ; 41.440 ; 33.200 ; 13.820 ; 27.040 ; 1.980 ; 21.220 ; 1.335 ; 40.520 ; 33.060 ; 11.860 ; 19.180 ; 15.400 ; 68.700 ; 4.634 ; 28.177 ; 10.320 ; 11.840 ; 1.320 ; 2.935 ; 13.050 ; 9.800 ; 1.025 ; 529 
 34.300 ; 1.370 ; 41.360 ; 33.200 ; 13.760 ; 27.080 ; 1.985 ; 21.180 ; 1.325 ; 40.960 ; 33.280 ; 11.840 ; 19.200 ; 15.340 ; 68.700 ; 4.649 ; 28.333 ; 10.240 ; 11.860 ; 1.315 ; 2.935 ; 12.800 ; 9.950 ; 1.035 ; 531 
 33.620 ; 1.380 ; 41.340 ; 32.500 ; 13.620 ; 26.880 ; 1.985 ; 21.000 ; 1.325 ; 40.640 ; 33.300 ; 11.860 ; 19.180 ; 15.380 ; 68.920 ; 4.609 ; 28.255 ; 10.240 ; 11.720 ; 1.310 ; 2.900 ; 12.800 ; 10.080 ; 1.025 ; 531 
 33.920 ; 1.385 ; 41.340 ; 32.700 ; 13.580 ; 26.820 ; 1.975 ; 20.800 ; 1.320 ; 40.100 ; 33.300 ; 11.740 ; 19.000 ; 15.320 ; 68.500 ; 4.673 ; 28.099 ; 10.240 ; 11.600 ; 1.320 ; 2.880 ; 12.700 ; 9.820 ; 1.015 ; 514 
 34.400 ; 1.380 ; 41.000 ; 33.200 ; 13.620 ; 27.000 ; 1.985 ; 20.700 ; 1.315 ; 40.200 ; 33.000 ; 11.620 ; 19.000 ; 15.320 ; 68.340 ; 4.649 ; 28.020 ; 10.240 ; 11.580 ; 1.310 ; 2.925 ; 12.600 ; 9.800 ; 1.025 ; 519 
 34.160 ; 1.390 ; 41.060 ; 32.700 ; 13.700 ; 26.620 ; 1.975 ; 20.640 ; 1.325 ; 39.980 ; 33.260 ; 11.700 ; 18.980 ; 15.280 ; 68.300 ; 4.619 ; 27.942 ; 10.220 ; 11.480 ; 1.305 ; 2.890 ; 12.600 ; 9.800 ; 1.025 ; 512 
 33.920 ; 1.395 ; 40.980 ; 32.500 ; 13.600 ; 26.720 ; 1.980 ; 20.760 ; 1.315 ; 40.160 ; 33.620 ; 11.680 ; 19.080 ; 15.360 ; 68.580 ; 4.624 ; 27.825 ; 10.180 ; 11.400 ; 1.320 ; 2.815 ; 12.600 ; 9.750 ; 1.025 ; 515 
 33.960 ; 1.405 ; 41.080 ; 32.640 ; 13.780 ; 26.760 ; 1.985 ; 21.020 ; 1.320 ; 39.940 ; 33.500 ; 11.860 ; 19.180 ; 15.340 ; 68.000 ; 4.639 ; 27.942 ; 10.400 ; 11.400 ; 1.310 ; 2.805 ; 12.250 ; 9.700 ; 1.025 ; 517 
 33.760 ; 1.395 ; 41.080 ; 32.500 ; 13.820 ; 26.800 ; 1.990 ; 21.000 ; 1.325 ; 39.980 ; 33.360 ; 11.900 ; 19.180 ; 15.420 ; 68.500 ; 4.624 ; 27.903 ; 10.380 ; 11.500 ; 1.320 ; 2.830 ; 12.550 ; 9.820 ; 1.015 ; 514 
 33.780 ; 1.400 ; 40.880 ; 32.740 ; 13.680 ; 26.840 ; 2.000 ; 21.120 ; 1.330 ; 40.180 ; 33.260 ; 11.700 ; 19.200 ; 15.460 ; 68.980 ; 4.634 ; 28.020 ; 10.340 ; 11.540 ; 1.315 ; 2.885 ; 12.600 ; 9.800 ; 1.020 ; 515 
 33.980 ; 1.395 ; 41.120 ; 32.700 ; 13.660 ; 26.740 ; 1.995 ; 21.120 ; 1.320 ; 40.200 ; 33.040 ; 11.740 ; 19.180 ; 15.480 ; 68.540 ; 4.634 ; 28.040 ; 10.260 ; 11.760 ; 1.315 ; 2.875 ; 12.450 ; 9.760 ; 1.015 ; 514 
 34.200 ; 1.405 ; 41.200 ; 32.860 ; 13.760 ; 26.700 ; 1.995 ; 20.840 ; 1.320 ; 40.400 ; 33.180 ; 11.680 ; 18.780 ; 15.480 ; 68.540 ; 4.589 ; 28.060 ; 10.080 ; 11.800 ; 1.325 ; 2.870 ; 12.300 ; 9.860 ; 1.015 ; 517 
 33.600 ; 1.400 ; 41.260 ; 32.500 ; 13.700 ; 26.880 ; 1.990 ; 20.840 ; 1.325 ; 40.380 ; 33.120 ; 11.700 ; 18.780 ; 15.620 ; 68.560 ; 4.599 ; 28.060 ; 10.120 ; 11.840 ; 1.330 ; 2.855 ; 12.300 ; 9.950 ; 1.010 ; 512 
 33.700 ; 1.405 ; 41.400 ; 32.700 ; 13.720 ; 26.720 ; 1.985 ; 20.960 ; 1.325 ; 40.340 ; 32.940 ; 11.780 ; 18.720 ; 15.780 ; 68.600 ; 4.599 ; 28.001 ; 10.180 ; 11.820 ; 1.320 ; 2.870 ; 12.250 ; 9.900 ; 1.020 ; 516 
 33.480 ; 1.400 ; 41.900 ; 32.680 ; 13.960 ; 26.800 ; 1.990 ; 21.100 ; 1.335 ; 40.640 ; 33.000 ; 11.880 ; 18.900 ; 15.780 ; 68.640 ; 4.644 ; 27.981 ; 10.200 ; 11.620 ; 1.330 ; 2.855 ; 12.250 ; 9.890 ; 1.020 ; 512 
 33.000 ; 1.400 ; 41.540 ; 32.000 ; 13.860 ; 26.700 ; 1.985 ; 21.100 ; 1.335 ; 40.680 ; 32.840 ; 11.900 ; 18.960 ; 15.780 ; 68.520 ; 4.644 ; 27.942 ; 10.120 ; 11.800 ; 1.335 ; 2.815 ; 12.250 ; 9.850 ; 1.010 ; 510 
 33.040 ; 1.410 ; 41.580 ; 32.080 ; 13.880 ; 26.780 ; 2.000 ; 21.000 ; 1.335 ; 40.600 ; 33.000 ; 11.900 ; 19.020 ; 15.760 ; 68.520 ; 4.629 ; 27.923 ; 10.120 ; 11.800 ; 1.340 ; 2.815 ; 12.250 ; 9.900 ; 1.000 ; 510 
 32.920 ; 1.415 ; 41.600 ; 32.000 ; 13.680 ; 26.660 ; 2.000 ; 21.100 ; 1.340 ; 40.620 ; 32.800 ; 11.880 ; 19.000 ; 15.760 ; 68.500 ; 4.639 ; 27.903 ; 10.100 ; 11.680 ; 1.340 ; 2.825 ; 12.250 ; 9.720 ; 1.025 ; 509 
 32.900 ; 1.410 ; 41.720 ; 31.980 ; 13.880 ; 27.000 ; 1.995 ; 20.880 ; 1.335 ; 40.680 ; 32.580 ; 11.780 ; 18.920 ; 15.740 ; 68.700 ; 4.629 ; 28.529 ; 10.100 ; 11.800 ; 1.335 ; 2.820 ; 12.250 ; 9.680 ; 1.020 ; 506 
 33.080 ; 1.430 ; 41.600 ; 32.000 ; 13.860 ; 27.000 ; 2.000 ; 20.980 ; 1.340 ; 40.680 ; 32.760 ; 11.580 ; 19.020 ; 15.840 ; 68.380 ; 4.629 ; 28.685 ; 10.060 ; 11.520 ; 1.345 ; 2.800 ; 12.250 ; 9.600 ; 1.000 ; 505 
 33.080 ; 1.430 ; 41.600 ; 32.000 ; 13.860 ; 27.000 ; 2.000 ; 20.980 ; 1.340 ; 40.680 ; 32.760 ; 11.580 ; 19.020 ; 15.840 ; 68.380 ; 4.629 ; 28.685 ; 10.060 ; 11.520 ; 1.345 ; 2.800 ; 12.250 ; 9.600 ; 1.000 ; 505 
 32.480 ; 1.460 ; 41.960 ; 31.480 ; 13.800 ; 26.840 ; 2.010 ; 20.880 ; 1.335 ; 40.640 ; 32.360 ; 11.600 ; 18.800 ; 15.860 ; 68.600 ; 4.604 ; 28.411 ; 9.980 ; 11.520 ; 1.360 ; 2.720 ; 12.250 ; 9.530 ; 1.000 ; 502 
 32.360 ; 1.465 ; 41.840 ; 31.260 ; 13.740 ; 26.980 ; 2.010 ; 20.800 ; 1.340 ; 40.700 ; 32.380 ; 11.600 ; 18.720 ; 15.900 ; 68.300 ; 4.599 ; 28.411 ; 9.820 ; 11.420 ; 1.375 ; 2.740 ; 12.250 ; 9.540 ; 994 ; 495 
 32.120 ; 1.460 ; 41.360 ; 31.000 ; 13.580 ; 26.920 ; 2.010 ; 20.720 ; 1.330 ; 39.900 ; 32.340 ; 11.500 ; 18.700 ; 15.880 ; 68.260 ; 4.604 ; 28.235 ; 9.740 ; 11.260 ; 1.370 ; 2.755 ; 12.250 ; 9.470 ; 981 ; 497 
 32.020 ; 1.445 ; 40.820 ; 30.880 ; 13.420 ; 27.000 ; 2.035 ; 20.620 ; 1.335 ; 39.960 ; 32.400 ; 11.400 ; 18.680 ; 15.840 ; 68.280 ; 4.614 ; 28.333 ; 9.700 ; 11.400 ; 1.380 ; 2.760 ; 12.250 ; 9.390 ; 994 ; 508 
